FIPS,FOODINSEC_10_12,FOODINSEC_13_15,VLFOODSEC_10_12,VLFOODSEC_13_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11
39027,16.1,16.1,7.1,6.6,8.2,8.6
39029,16.1,16.1,7.1,6.6,8.2,8.6
39031,16.1,16.1,7.1,6.6,8.2,8.6
39033,16.1,16.1,7.1,6.6,8.2,8.6
39035,16.1,16.1,7.1,6.6,8.2,8.6
39037,16.1,16.1,7.1,6.6,8.2,8.6
39039,16.1,16.1,7.1,6.6,8.2,8.6
39041,16.1,16.1,7.1,6.6,8.2,8.6
39043,16.1,16.1,7.1,6.6,8.2,8.6
39045,16.1,16.1,7.1,6.6,8.2,8.6
39047,16.1,16.1,7.1,6.6,8.2,8.6
39049,16.1,16.1,7.1,6.6,8.2,8.6
39051,16.1,16.1,7.1,6.6,8.2,8.6
39053,16.1,16.1,7.1,6.6,8.2,8.6
39055,16.1,16.1,7.1,6.6,8.2,8.6
39057,16.1,16.1,7.1,6.6,8.2,8.6
39059,16.1,16.1,7.1,6.6,8.2,8.6
39061,16.1,16.1,7.1,6.6,8.2,8.6
39063,16.1,16.1,7.1,6.6,8.2,8.6
39065,16.1,16.1,7.1,6.6,8.2,8.6
39067,16.1,16.1,7.1,6.6,8.2,8.6
39069,16.1,16.1,7.1,6.6,8.2,8.6
39071,16.1,16.1,7.1,6.6,8.2,8.6
39073,16.1,16.1,7.1,6.6,8.2,8.6
39075,16.1,16.1,7.1,6.6,8.2,8.6
39077,16.1,16.1,7.1,6.6,8.2,8.6
39079,16.1,16.1,7.1,6.6,8.2,8.6
39081,16.1,16.1,7.1,6.6,8.2,8.6
39083,16.1,16.1,7.1,6.6,8.2,8.6
39085,16.1,16.1,7.1,6.6,8.2,8.6
39087,16.1,16.1,7.1,6.6,8.2,8.6
39089,16.1,16.1,7.1,6.6,8.2,8.6
39091,16.1,16.1,7.1,6.6,8.2,8.6
39093,16.1,16.1,7.1,6.6,8.2,8.6
39095,16.1,16.1,7.1,6.6,8.2,8.6
39097,16.1,16.1,7.1,6.6,8.2,8.6
39099,16.1,16.1,7.1,6.6,8.2,8.6
39101,16.1,16.1,7.1,6.6,8.2,8.6
39103,16.1,16.1,7.1,6.6,8.2,8.6
39105,16.1,16.1,7.1,6.6,8.2,8.6
39107,16.1,16.1,7.1,6.6,8.2,8.6
39109,16.1,16.1,7.1,6.6,8.2,8.6
39111,16.1,16.1,7.1,6.6,8.2,8.6
39113,16.1,16.1,7.1,6.6,8.2,8.6
39115,16.1,16.1,7.1,6.6,8.2,8.6
39117,16.1,16.1,7.1,6.6,8.2,8.6
39119,16.1,16.1,7.1,6.6,8.2,8.6
39121,16.1,16.1,7.1,6.6,8.2,8.6
39123,16.1,16.1,7.1,6.6,8.2,8.6
39125,16.1,16.1,7.1,6.6,8.2,8.6
39127,16.1,16.1,7.1,6.6,8.2,8.6
39129,16.1,16.1,7.1,6.6,8.2,8.6
39131,16.1,16.1,7.1,6.6,8.2,8.6
39133,16.1,16.1,7.1,6.6,8.2,8.6
39135,16.1,16.1,7.1,6.6,8.2,8.6
39137,16.1,16.1,7.1,6.6,8.2,8.6
39139,16.1,16.1,7.1,6.6,8.2,8.6
39141,16.1,16.1,7.1,6.6,8.2,8.6
39143,16.1,16.1,7.1,6.6,8.2,8.6
39145,16.1,16.1,7.1,6.6,8.2,8.6
39147,16.1,16.1,7.1,6.6,8.2,8.6
39149,16.1,16.1,7.1,6.6,8.2,8.6
39151,16.1,16.1,7.1,6.6,8.2,8.6
39153,16.1,16.1,7.1,6.6,8.2,8.6
39155,16.1,16.1,7.1,6.6,8.2,8.6
39157,16.1,16.1,7.1,6.6,8.2,8.6
39159,16.1,16.1,7.1,6.6,8.2,8.6
39161,16.1,16.1,7.1,6.6,8.2,8.6
39163,16.1,16.1,7.1,6.6,8.2,8.6
39165,16.1,16.1,7.1,6.6,8.2,8.6
39167,16.1,16.1,7.1,6.6,8.2,8.6
39169,16.1,16.1,7.1,6.6,8.2,8.6
39171,16.1,16.1,7.1,6.6,8.2,8.6
39173,16.1,16.1,7.1,6.6,8.2,8.6
39175,16.1,16.1,7.1,6.6,8.2,8.6
40001,15.3,15.5,6.6,6.4,10.5,11.4
40003,15.3,15.5,6.6,6.4,10.5,11.4
40005,15.3,15.5,6.6,6.4,10.5,11.4
40007,15.3,15.5,6.6,6.4,10.5,11.4
40009,15.3,15.5,6.6,6.4,10.5,11.4
40011,15.3,15.5,6.6,6.4,10.5,11.4
40013,15.3,15.5,6.6,6.4,10.5,11.4
40015,15.3,15.5,6.6,6.4,10.5,11.4
40017,15.3,15.5,6.6,6.4,10.5,11.4
40019,15.3,15.5,6.6,6.4,10.5,11.4
40021,15.3,15.5,6.6,6.4,10.5,11.4
40023,15.3,15.5,6.6,6.4,10.5,11.4
40025,15.3,15.5,6.6,6.4,10.5,11.4
40027,15.3,15.5,6.6,6.4,10.5,11.4
40029,15.3,15.5,6.6,6.4,10.5,11.4
40031,15.3,15.5,6.6,6.4,10.5,11.4
40033,15.3,15.5,6.6,6.4,10.5,11.4
40035,15.3,15.5,6.6,6.4,10.5,11.4
40037,15.3,15.5,6.6,6.4,10.5,11.4
40039,15.3,15.5,6.6,6.4,10.5,11.4
40041,15.3,15.5,6.6,6.4,10.5,11.4
40043,15.3,15.5,6.6,6.4,10.5,11.4
40045,15.3,15.5,6.6,6.4,10.5,11.4
40047,15.3,15.5,6.6,6.4,10.5,11.4
40049,15.3,15.5,6.6,6.4,10.5,11.4
40051,15.3,15.5,6.6,6.4,10.5,11.4
40053,15.3,15.5,6.6,6.4,10.5,11.4
40055,15.3,15.5,6.6,6.4,10.5,11.4
40057,15.3,15.5,6.6,6.4,10.5,11.4
40059,15.3,15.5,6.6,6.4,10.5,11.4
40061,15.3,15.5,6.6,6.4,10.5,11.4
40063,15.3,15.5,6.6,6.4,10.5,11.4
40065,15.3,15.5,6.6,6.4,10.5,11.4
40067,15.3,15.5,6.6,6.4,10.5,11.4
40069,15.3,15.5,6.6,6.4,10.5,11.4
40071,15.3,15.5,6.6,6.4,10.5,11.4
40073,15.3,15.5,6.6,6.4,10.5,11.4
40075,15.3,15.5,6.6,6.4,10.5,11.4
40077,15.3,15.5,6.6,6.4,10.5,11.4
40079,15.3,15.5,6.6,6.4,10.5,11.4
40081,15.3,15.5,6.6,6.4,10.5,11.4
40083,15.3,15.5,6.6,6.4,10.5,11.4
40085,15.3,15.5,6.6,6.4,10.5,11.4
40087,15.3,15.5,6.6,6.4,10.5,11.4
40089,15.3,15.5,6.6,6.4,10.5,11.4
40091,15.3,15.5,6.6,6.4,10.5,11.4
40093,15.3,15.5,6.6,6.4,10.5,11.4
40095,15.3,15.5,6.6,6.4,10.5,11.4
40097,15.3,15.5,6.6,6.4,10.5,11.4
40099,15.3,15.5,6.6,6.4,10.5,11.4
40101,15.3,15.5,6.6,6.4,10.5,11.4
40103,15.3,15.5,6.6,6.4,10.5,11.4
40105,15.3,15.5,6.6,6.4,10.5,11.4
40107,15.3,15.5,6.6,6.4,10.5,11.4
40109,15.3,15.5,6.6,6.4,10.5,11.4
40111,15.3,15.5,6.6,6.4,10.5,11.4
40113,15.3,15.5,6.6,6.4,10.5,11.4
40115,15.3,15.5,6.6,6.4,10.5,11.4
40117,15.3,15.5,6.6,6.4,10.5,11.4
40119,15.3,15.5,6.6,6.4,10.5,11.4
40121,15.3,15.5,6.6,6.4,10.5,11.4
40123,15.3,15.5,6.6,6.4,10.5,11.4
40125,15.3,15.5,6.6,6.4,10.5,11.4
40127,15.3,15.5,6.6,6.4,10.5,11.4
40129,15.3,15.5,6.6,6.4,10.5,11.4
40131,15.3,15.5,6.6,6.4,10.5,11.4
40133,15.3,15.5,6.6,6.4,10.5,11.4
40135,15.3,15.5,6.6,6.4,10.5,11.4
40137,15.3,15.5,6.6,6.4,10.5,11.4
40139,15.3,15.5,6.6,6.4,10.5,11.4
40141,15.3,15.5,6.6,6.4,10.5,11.4
40143,15.3,15.5,6.6,6.4,10.5,11.4
40145,15.3,15.5,6.6,6.4,10.5,11.4
40147,15.3,15.5,6.6,6.4,10.5,11.4
40149,15.3,15.5,6.6,6.4,10.5,11.4
40151,15.3,15.5,6.6,6.4,10.5,11.4
40153,15.3,15.5,6.6,6.4,10.5,11.4
41001,13.6,16.1,5.8,6.6,9.5,10.4
41003,13.6,16.1,5.8,6.6,9.5,10.4
41005,13.6,16.1,5.8,6.6,9.5,10.4
41007,13.6,16.1,5.8,6.6,9.5,10.4
41009,13.6,16.1,5.8,6.6,9.5,10.4
41011,13.6,16.1,5.8,6.6,9.5,10.4
41013,13.6,16.1,5.8,6.6,9.5,10.4
41015,13.6,16.1,5.8,6.6,9.5,10.4
41017,13.6,16.1,5.8,6.6,9.5,10.4
41019,13.6,16.1,5.8,6.6,9.5,10.4
41021,13.6,16.1,5.8,6.6,9.5,10.4
41023,13.6,16.1,5.8,6.6,9.5,10.4
41025,13.6,16.1,5.8,6.6,9.5,10.4
41027,13.6,16.1,5.8,6.6,9.5,10.4
41029,13.6,16.1,5.8,6.6,9.5,10.4
41031,13.6,16.1,5.8,6.6,9.5,10.4
41033,13.6,16.1,5.8,6.6,9.5,10.4
41035,13.6,16.1,5.8,6.6,9.5,10.4
41037,13.6,16.1,5.8,6.6,9.5,10.4
41039,13.6,16.1,5.8,6.6,9.5,10.4
41041,13.6,16.1,5.8,6.6,9.5,10.4
41043,13.6,16.1,5.8,6.6,9.5,10.4
41045,13.6,16.1,5.8,6.6,9.5,10.4
41047,13.6,16.1,5.8,6.6,9.5,10.4
41049,13.6,16.1,5.8,6.6,9.5,10.4
41051,13.6,16.1,5.8,6.6,9.5,10.4
41053,13.6,16.1,5.8,6.6,9.5,10.4
41055,13.6,16.1,5.8,6.6,9.5,10.4
41057,13.6,16.1,5.8,6.6,9.5,10.4
41059,13.6,16.1,5.8,6.6,9.5,10.4
41061,13.6,16.1,5.8,6.6,9.5,10.4
41063,13.6,16.1,5.8,6.6,9.5,10.4
41065,13.6,16.1,5.8,6.6,9.5,10.4
41067,13.6,16.1,5.8,6.6,9.5,10.4
41069,13.6,16.1,5.8,6.6,9.5,10.4
41071,13.6,16.1,5.8,6.6,9.5,10.4
42001,12.3,12.4,4.8,4.8,7.2,7.9
42003,12.3,12.4,4.8,4.8,7.2,7.9
42005,12.3,12.4,4.8,4.8,7.2,7.9
42007,12.3,12.4,4.8,4.8,7.2,7.9
42009,12.3,12.4,4.8,4.8,7.2,7.9
42011,12.3,12.4,4.8,4.8,7.2,7.9
42013,12.3,12.4,4.8,4.8,7.2,7.9
42015,12.3,12.4,4.8,4.8,7.2,7.9
42017,12.3,12.4,4.8,4.8,7.2,7.9
42019,12.3,12.4,4.8,4.8,7.2,7.9
42021,12.3,12.4,4.8,4.8,7.2,7.9
42023,12.3,12.4,4.8,4.8,7.2,7.9
42025,12.3,12.4,4.8,4.8,7.2,7.9
42027,12.3,12.4,4.8,4.8,7.2,7.9
42029,12.3,12.4,4.8,4.8,7.2,7.9
42031,12.3,12.4,4.8,4.8,7.2,7.9
42033,12.3,12.4,4.8,4.8,7.2,7.9
42035,12.3,12.4,4.8,4.8,7.2,7.9
42037,12.3,12.4,4.8,4.8,7.2,7.9
42039,12.3,12.4,4.8,4.8,7.2,7.9
42041,12.3,12.4,4.8,4.8,7.2,7.9
42043,12.3,12.4,4.8,4.8,7.2,7.9
42045,12.3,12.4,4.8,4.8,7.2,7.9
42047,12.3,12.4,4.8,4.8,7.2,7.9
42049,12.3,12.4,4.8,4.8,7.2,7.9
42051,12.3,12.4,4.8,4.8,7.2,7.9
42053,12.3,12.4,4.8,4.8,7.2,7.9
42055,12.3,12.4,4.8,4.8,7.2,7.9
42057,12.3,12.4,4.8,4.8,7.2,7.9
42059,12.3,12.4,4.8,4.8,7.2,7.9
42061,12.3,12.4,4.8,4.8,7.2,7.9
42063,12.3,12.4,4.8,4.8,7.2,7.9
42065,12.3,12.4,4.8,4.8,7.2,7.9
42067,12.3,12.4,4.8,4.8,7.2,7.9
42069,12.3,12.4,4.8,4.8,7.2,7.9
42071,12.3,12.4,4.8,4.8,7.2,7.9
42073,12.3,12.4,4.8,4.8,7.2,7.9
42075,12.3,12.4,4.8,4.8,7.2,7.9
42077,12.3,12.4,4.8,4.8,7.2,7.9
42079,12.3,12.4,4.8,4.8,7.2,7.9
42081,12.3,12.4,4.8,4.8,7.2,7.9
42083,12.3,12.4,4.8,4.8,7.2,7.9
42085,12.3,12.4,4.8,4.8,7.2,7.9
42087,12.3,12.4,4.8,4.8,7.2,7.9
42089,12.3,12.4,4.8,4.8,7.2,7.9
42091,12.3,12.4,4.8,4.8,7.2,7.9
42093,12.3,12.4,4.8,4.8,7.2,7.9
42095,12.3,12.4,4.8,4.8,7.2,7.9
42097,12.3,12.4,4.8,4.8,7.2,7.9
42099,12.3,12.4,4.8,4.8,7.2,7.9
42101,12.3,12.4,4.8,4.8,7.2,7.9
42103,12.3,12.4,4.8,4.8,7.2,7.9
42105,12.3,12.4,4.8,4.8,7.2,7.9
42107,12.3,12.4,4.8,4.8,7.2,7.9
42109,12.3,12.4,4.8,4.8,7.2,7.9
42111,12.3,12.4,4.8,4.8,7.2,7.9
42113,12.3,12.4,4.8,4.8,7.2,7.9
42115,12.3,12.4,4.8,4.8,7.2,7.9
42117,12.3,12.4,4.8,4.8,7.2,7.9
42119,12.3,12.4,4.8,4.8,7.2,7.9
42121,12.3,12.4,4.8,4.8,7.2,7.9
42123,12.3,12.4,4.8,4.8,7.2,7.9
42125,12.3,12.4,4.8,4.8,7.2,7.9
42127,12.3,12.4,4.8,4.8,7.2,7.9
42129,12.3,12.4,4.8,4.8,7.2,7.9
42131,12.3,12.4,4.8,4.8,7.2,7.9
42133,12.3,12.4,4.8,4.8,7.2,7.9
44001,15.4,11.8,5.5,5.0,7.3,9.8
44003,15.4,11.8,5.5,5.0,7.3,9.8
44005,15.4,11.8,5.5,5.0,7.3,9.8
44007,15.4,11.8,5.5,5.0,7.3,9.8
44009,15.4,11.8,5.5,5.0,7.3,9.8
45001,15.4,13.2,5.2,4.6,9.2,9.8
45003,15.4,13.2,5.2,4.6,9.2,9.8
45005,15.4,13.2,5.2,4.6,9.2,9.8
45007,15.4,13.2,5.2,4.6,9.2,9.8
45009,15.4,13.2,5.2,4.6,9.2,9.8
45011,15.4,13.2,5.2,4.6,9.2,9.8
45013,15.4,13.2,5.2,4.6,9.2,9.8
45015,15.4,13.2,5.2,4.6,9.2,9.8
45017,15.4,13.2,5.2,4.6,9.2,9.8
45019,15.4,13.2,5.2,4.6,9.2,9.8
45021,15.4,13.2,5.2,4.6,9.2,9.8
45023,15.4,13.2,5.2,4.6,9.2,9.8
45025,15.4,13.2,5.2,4.6,9.2,9.8
45027,15.4,13.2,5.2,4.6,9.2,9.8
45029,15.4,13.2,5.2,4.6,9.2,9.8
45031,15.4,13.2,5.2,4.6,9.2,9.8
45033,15.4,13.2,5.2,4.6,9.2,9.8
45035,15.4,13.2,5.2,4.6,9.2,9.8
45037,15.4,13.2,5.2,4.6,9.2,9.8
45039,15.4,13.2,5.2,4.6,9.2,9.8
45041,15.4,13.2,5.2,4.6,9.2,9.8
45043,15.4,13.2,5.2,4.6,9.2,9.8
45045,15.4,13.2,5.2,4.6,9.2,9.8
45047,15.4,13.2,5.2,4.6,9.2,9.8
45049,15.4,13.2,5.2,4.6,9.2,9.8
45051,15.4,13.2,5.2,4.6,9.2,9.8
45053,15.4,13.2,5.2,4.6,9.2,9.8
45055,15.4,13.2,5.2,4.6,9.2,9.8
45057,15.4,13.2,5.2,4.6,9.2,9.8
45059,15.4,13.2,5.2,4.6,9.2,9.8
45061,15.4,13.2,5.2,4.6,9.2,9.8
45063,15.4,13.2,5.2,4.6,9.2,9.8
45065,15.4,13.2,5.2,4.6,9.2,9.8
45067,15.4,13.2,5.2,4.6,9.2,9.8
45069,15.4,13.2,5.2,4.6,9.2,9.8
45071,15.4,13.2,5.2,4.6,9.2,9.8
45073,15.4,13.2,5.2,4.6,9.2,9.8
45075,15.4,13.2,5.2,4.6,9.2,9.8
45077,15.4,13.2,5.2,4.6,9.2,9.8
45079,15.4,13.2,5.2,4.6,9.2,9.8
45081,15.4,13.2,5.2,4.6,9.2,9.8
45083,15.4,13.2,5.2,4.6,9.2,9.8
45085,15.4,13.2,5.2,4.6,9.2,9.8
45087,15.4,13.2,5.2,4.6,9.2,9.8
45089,15.4,13.2,5.2,4.6,9.2,9.8
45091,15.4,13.2,5.2,4.6,9.2,9.8
46003,12.9,11.5,4.9,4.5,6.7,7.9
46005,12.9,11.5,4.9,4.5,6.7,7.9
46007,12.9,11.5,4.9,4.5,6.7,7.9
46009,12.9,11.5,4.9,4.5,6.7,7.9
46011,12.9,11.5,4.9,4.5,6.7,7.9
46013,12.9,11.5,4.9,4.5,6.7,7.9
46015,12.9,11.5,4.9,4.5,6.7,7.9
46017,12.9,11.5,4.9,4.5,6.7,7.9
46019,12.9,11.5,4.9,4.5,6.7,7.9
46021,12.9,11.5,4.9,4.5,6.7,7.9
46023,12.9,11.5,4.9,4.5,6.7,7.9
46025,12.9,11.5,4.9,4.5,6.7,7.9
46027,12.9,11.5,4.9,4.5,6.7,7.9
46029,12.9,11.5,4.9,4.5,6.7,7.9
46031,12.9,11.5,4.9,4.5,6.7,7.9
46033,12.9,11.5,4.9,4.5,6.7,7.9
46035,12.9,11.5,4.9,4.5,6.7,7.9
46037,12.9,11.5,4.9,4.5,6.7,7.9
46039,12.9,11.5,4.9,4.5,6.7,7.9
46041,12.9,11.5,4.9,4.5,6.7,7.9
46043,12.9,11.5,4.9,4.5,6.7,7.9
46045,12.9,11.5,4.9,4.5,6.7,7.9
46047,12.9,11.5,4.9,4.5,6.7,7.9
46049,12.9,11.5,4.9,4.5,6.7,7.9
46051,12.9,11.5,4.9,4.5,6.7,7.9
46053,12.9,11.5,4.9,4.5,6.7,7.9
46055,12.9,11.5,4.9,4.5,6.7,7.9
46057,12.9,11.5,4.9,4.5,6.7,7.9
46059,12.9,11.5,4.9,4.5,6.7,7.9
46061,12.9,11.5,4.9,4.5,6.7,7.9
46063,12.9,11.5,4.9,4.5,6.7,7.9
46065,12.9,11.5,4.9,4.5,6.7,7.9
46067,12.9,11.5,4.9,4.5,6.7,7.9
46069,12.9,11.5,4.9,4.5,6.7,7.9
46071,12.9,11.5,4.9,4.5,6.7,7.9
46073,12.9,11.5,4.9,4.5,6.7,7.9
46075,12.9,11.5,4.9,4.5,6.7,7.9
46077,12.9,11.5,4.9,4.5,6.7,7.9
46079,12.9,11.5,4.9,4.5,6.7,7.9
46081,12.9,11.5,4.9,4.5,6.7,7.9
46083,12.9,11.5,4.9,4.5,6.7,7.9
46085,12.9,11.5,4.9,4.5,6.7,7.9
46087,12.9,11.5,4.9,4.5,6.7,7.9
46089,12.9,11.5,4.9,4.5,6.7,7.9
46091,12.9,11.5,4.9,4.5,6.7,7.9
46093,12.9,11.5,4.9,4.5,6.7,7.9
46095,12.9,11.5,4.9,4.5,6.7,7.9
46097,12.9,11.5,4.9,4.5,6.7,7.9
46099,12.9,11.5,4.9,4.5,6.7,7.9
46101,12.9,11.5,4.9,4.5,6.7,7.9
46103,12.9,11.5,4.9,4.5,6.7,7.9
46105,12.9,11.5,4.9,4.5,6.7,7.9
46107,12.9,11.5,4.9,4.5,6.7,7.9
46109,12.9,11.5,4.9,4.5,6.7,7.9
46111,12.9,11.5,4.9,4.5,6.7,7.9
46113,12.9,11.5,4.9,4.5,6.7,7.9
46115,12.9,11.5,4.9,4.5,6.7,7.9
46117,12.9,11.5,4.9,4.5,6.7,7.9
46119,12.9,11.5,4.9,4.5,6.7,7.9
46121,12.9,11.5,4.9,4.5,6.7,7.9
46123,12.9,11.5,4.9,4.5,6.7,7.9
46125,12.9,11.5,4.9,4.5,6.7,7.9
46127,12.9,11.5,4.9,4.5,6.7,7.9
46129,12.9,11.5,4.9,4.5,6.7,7.9
46135,12.9,11.5,4.9,4.5,6.7,7.9
46137,12.9,11.5,4.9,4.5,6.7,7.9
47001,16.2,15.1,6.9,6.0,8.9,10.1
47003,16.2,15.1,6.9,6.0,8.9,10.1
47005,16.2,15.1,6.9,6.0,8.9,10.1
47007,16.2,15.1,6.9,6.0,8.9,10.1
47009,16.2,15.1,6.9,6.0,8.9,10.1
47011,16.2,15.1,6.9,6.0,8.9,10.1
47013,16.2,15.1,6.9,6.0,8.9,10.1
47015,16.2,15.1,6.9,6.0,8.9,10.1
47017,16.2,15.1,6.9,6.0,8.9,10.1
47019,16.2,15.1,6.9,6.0,8.9,10.1
47021,16.2,15.1,6.9,6.0,8.9,10.1
47023,16.2,15.1,6.9,6.0,8.9,10.1
47025,16.2,15.1,6.9,6.0,8.9,10.1
47027,16.2,15.1,6.9,6.0,8.9,10.1
47029,16.2,15.1,6.9,6.0,8.9,10.1
47031,16.2,15.1,6.9,6.0,8.9,10.1
47033,16.2,15.1,6.9,6.0,8.9,10.1
47035,16.2,15.1,6.9,6.0,8.9,10.1
47037,16.2,15.1,6.9,6.0,8.9,10.1
47039,16.2,15.1,6.9,6.0,8.9,10.1
47041,16.2,15.1,6.9,6.0,8.9,10.1
47043,16.2,15.1,6.9,6.0,8.9,10.1
47045,16.2,15.1,6.9,6.0,8.9,10.1
47047,16.2,15.1,6.9,6.0,8.9,10.1
47049,16.2,15.1,6.9,6.0,8.9,10.1
47051,16.2,15.1,6.9,6.0,8.9,10.1
47053,16.2,15.1,6.9,6.0,8.9,10.1
47055,16.2,15.1,6.9,6.0,8.9,10.1
47057,16.2,15.1,6.9,6.0,8.9,10.1
47059,16.2,15.1,6.9,6.0,8.9,10.1
47061,16.2,15.1,6.9,6.0,8.9,10.1
47063,16.2,15.1,6.9,6.0,8.9,10.1
47065,16.2,15.1,6.9,6.0,8.9,10.1
47067,16.2,15.1,6.9,6.0,8.9,10.1
47069,16.2,15.1,6.9,6.0,8.9,10.1
47071,16.2,15.1,6.9,6.0,8.9,10.1
47073,16.2,15.1,6.9,6.0,8.9,10.1
47075,16.2,15.1,6.9,6.0,8.9,10.1
47077,16.2,15.1,6.9,6.0,8.9,10.1
47079,16.2,15.1,6.9,6.0,8.9,10.1
47081,16.2,15.1,6.9,6.0,8.9,10.1
47083,16.2,15.1,6.9,6.0,8.9,10.1
47085,16.2,15.1,6.9,6.0,8.9,10.1
47087,16.2,15.1,6.9,6.0,8.9,10.1
47089,16.2,15.1,6.9,6.0,8.9,10.1
47091,16.2,15.1,6.9,6.0,8.9,10.1
47093,16.2,15.1,6.9,6.0,8.9,10.1
47095,16.2,15.1,6.9,6.0,8.9,10.1
47097,16.2,15.1,6.9,6.0,8.9,10.1
47099,16.2,15.1,6.9,6.0,8.9,10.1
47101,16.2,15.1,6.9,6.0,8.9,10.1
47103,16.2,15.1,6.9,6.0,8.9,10.1
47105,16.2,15.1,6.9,6.0,8.9,10.1
47107,16.2,15.1,6.9,6.0,8.9,10.1
47109,16.2,15.1,6.9,6.0,8.9,10.1
47111,16.2,15.1,6.9,6.0,8.9,10.1
47113,16.2,15.1,6.9,6.0,8.9,10.1
47115,16.2,15.1,6.9,6.0,8.9,10.1
47117,16.2,15.1,6.9,6.0,8.9,10.1
47119,16.2,15.1,6.9,6.0,8.9,10.1
47121,16.2,15.1,6.9,6.0,8.9,10.1
47123,16.2,15.1,6.9,6.0,8.9,10.1
47125,16.2,15.1,6.9,6.0,8.9,10.1
47127,16.2,15.1,6.9,6.0,8.9,10.1
47129,16.2,15.1,6.9,6.0,8.9,10.1
47131,16.2,15.1,6.9,6.0,8.9,10.1
47133,16.2,15.1,6.9,6.0,8.9,10.1
47135,16.2,15.1,6.9,6.0,8.9,10.1
47137,16.2,15.1,6.9,6.0,8.9,10.1
47139,16.2,15.1,6.9,6.0,8.9,10.1
47141,16.2,15.1,6.9,6.0,8.9,10.1
47143,16.2,15.1,6.9,6.0,8.9,10.1
47145,16.2,15.1,6.9,6.0,8.9,10.1
47147,16.2,15.1,6.9,6.0,8.9,10.1
47149,16.2,15.1,6.9,6.0,8.9,10.1
47151,16.2,15.1,6.9,6.0,8.9,10.1
47153,16.2,15.1,6.9,6.0,8.9,10.1
47155,16.2,15.1,6.9,6.0,8.9,10.1
47157,16.2,15.1,6.9,6.0,8.9,10.1
47159,16.2,15.1,6.9,6.0,8.9,10.1
47161,16.2,15.1,6.9,6.0,8.9,10.1
47163,16.2,15.1,6.9,6.0,8.9,10.1
47165,16.2,15.1,6.9,6.0,8.9,10.1
47167,16.2,15.1,6.9,6.0,8.9,10.1
47169,16.2,15.1,6.9,6.0,8.9,10.1
47171,16.2,15.1,6.9,6.0,8.9,10.1
47173,16.2,15.1,6.9,6.0,8.9,10.1
47175,16.2,15.1,6.9,6.0,8.9,10.1
47177,16.2,15.1,6.9,6.0,8.9,10.1
47179,16.2,15.1,6.9,6.0,8.9,10.1
47181,16.2,15.1,6.9,6.0,8.9,10.1
47183,16.2,15.1,6.9,6.0,8.9,10.1
47185,16.2,15.1,6.9,6.0,8.9,10.1
47187,16.2,15.1,6.9,6.0,8.9,10.1
47189,16.2,15.1,6.9,6.0,8.9,10.1
48001,18.4,15.4,6.2,6.0,12.6,12.8
48003,18.4,15.4,6.2,6.0,12.6,12.8
48005,18.4,15.4,6.2,6.0,12.6,12.8
48007,18.4,15.4,6.2,6.0,12.6,12.8
48009,18.4,15.4,6.2,6.0,12.6,12.8
48011,18.4,15.4,6.2,6.0,12.6,12.8
48013,18.4,15.4,6.2,6.0,12.6,12.8
48015,18.4,15.4,6.2,6.0,12.6,12.8
48017,18.4,15.4,6.2,6.0,12.6,12.8
48019,18.4,15.4,6.2,6.0,12.6,12.8
48021,18.4,15.4,6.2,6.0,12.6,12.8
48023,18.4,15.4,6.2,6.0,12.6,12.8
48025,18.4,15.4,6.2,6.0,12.6,12.8
48027,18.4,15.4,6.2,6.0,12.6,12.8
48029,18.4,15.4,6.2,6.0,12.6,12.8
48031,18.4,15.4,6.2,6.0,12.6,12.8
48033,18.4,15.4,6.2,6.0,12.6,12.8
48035,18.4,15.4,6.2,6.0,12.6,12.8
48037,18.4,15.4,6.2,6.0,12.6,12.8
48039,18.4,15.4,6.2,6.0,12.6,12.8
48041,18.4,15.4,6.2,6.0,12.6,12.8
48043,18.4,15.4,6.2,6.0,12.6,12.8
48045,18.4,15.4,6.2,6.0,12.6,12.8
48047,18.4,15.4,6.2,6.0,12.6,12.8
48049,18.4,15.4,6.2,6.0,12.6,12.8
48051,18.4,15.4,6.2,6.0,12.6,12.8
48053,18.4,15.4,6.2,6.0,12.6,12.8
48055,18.4,15.4,6.2,6.0,12.6,12.8
48057,18.4,15.4,6.2,6.0,12.6,12.8
48059,18.4,15.4,6.2,6.0,12.6,12.8
48061,18.4,15.4,6.2,6.0,12.6,12.8
48063,18.4,15.4,6.2,6.0,12.6,12.8
48065,18.4,15.4,6.2,6.0,12.6,12.8
48067,18.4,15.4,6.2,6.0,12.6,12.8
48069,18.4,15.4,6.2,6.0,12.6,12.8
48071,18.4,15.4,6.2,6.0,12.6,12.8
48073,18.4,15.4,6.2,6.0,12.6,12.8
48075,18.4,15.4,6.2,6.0,12.6,12.8
48077,18.4,15.4,6.2,6.0,12.6,12.8
48079,18.4,15.4,6.2,6.0,12.6,12.8
48081,18.4,15.4,6.2,6.0,12.6,12.8
48083,18.4,15.4,6.2,6.0,12.6,12.8
48085,18.4,15.4,6.2,6.0,12.6,12.8
48087,18.4,15.4,6.2,6.0,12.6,12.8
48089,18.4,15.4,6.2,6.0,12.6,12.8
48091,18.4,15.4,6.2,6.0,12.6,12.8
48093,18.4,15.4,6.2,6.0,12.6,12.8
48095,18.4,15.4,6.2,6.0,12.6,12.8
